Source,Target,Type,Id,Label,timeset,Weight
"李欣",周信钢,Undirected,472,,,7
"中央汇金资产管理有限责任公司",全国社保基金四一四组合,Undirected,473,,,6
"中国证券金融股份有限公司",全国社保基金四一四组合,Undirected,474,,,4
"中央汇金资产管理有限责任公司",交通银行股份有限公司-汇丰晋信大盘股票型证券投资基金,Undirected,475,,,4
"交通银行股份有限公司-汇丰晋信双核策略混合型证券投资基金",交通银行股份有限公司-汇丰晋信大盘股票型证券投资基金,Undirected,476,,,4
"中欧基金-中国银行-平安人寿-中欧基金-平安人寿委托投资1号资产管理计划",中国工商银行股份有限公司-中欧潜力价值灵活配置混合型证券投资基金,Undirected,477,,,4
"中国证券金融股份有限公司",阿布达比投资局,Undirected,478,,,4
"香港中央结算有限公司",中国工商银行股份有限公司-东方红产业升级灵活配置混合型证券投资基金,Undirected,479,,,6
"中央汇金资产管理有限责任公司",北京坤藤投资有限责任公司,Undirected,480,,,4
"中国证券金融股份有限公司",中国对外经济贸易信托有限公司-淡水泉精选1期,Undirected,481,,,4
"中央汇金资产管理有限责任公司",平安信托有限责任公司-投资精英之淡水泉,Undirected,482,,,4
"中国证券金融股份有限公司",全国社保基金六零四组合,Undirected,483,,,4
"中国建设银行股份有限公司-景顺长城量化精选股票型证券投资基金",全国社保基金四零七组合,Undirected,484,,,4
"香港中央结算有限公司",中国农业银行股份有限公司-万家品质生活灵活配置混合型证券投资基金,Undirected,485,,,6
"全国社会保障基金理事会转持二户",香港中央结算有限公司,Undirected,486,,,4
"中国中材股份有限公司",中央汇金资产管理有限责任公司,Undirected,487,,,4
"香港中央结算有限公司",中国银行股份有限公司-上投摩根核心成长股票型证券投资基金,Undirected,488,,,4
"中国银行-华夏回报证券投资基金",中国银行-华夏回报二号证券投资基金,Undirected,489,,,4
"香港中央结算有限公司",中国银行股份有限公司-招商中证白酒指数分级证券投资基金,Undirected,490,,,4
"中国农业银行股份有限公司-易方达消费行业股票型证券投资基金",中国银行股份有限公司-招商中证白酒指数分级证券投资基金,Undirected,491,,,4
"中央汇金资产管理有限责任公司",中国银行股份有限公司-上投摩根核心成长股票型证券投资基金,Undirected,492,,,4
"中央汇金资产管理有限责任公司",全国社保基金一一六组合,Undirected,493,,,4
"西藏自治区投资有限公司",中央汇金资产管理有限责任公司,Undirected,494,,,4
"中央汇金资产管理有限责任公司",基本养老保险基金一零零五组合,Undirected,496,,,4
"中央汇金资产管理有限责任公司",魁北克储蓄投资集团,Undirected,497,,,4
"中国工商银行股份有限公司-汇添富移动互联股票型证券投资基金",中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金,Undirected,498,,,4
"中国工商银行股份有限公司-汇添富移动互联股票型证券投资基金",中国工商银行股份有限公司-易方达新常态灵活配置混合型证券投资基金,Undirected,499,,,4
"中国建设银行股份有限公司-中欧新蓝筹灵活配置混合型证券投资基金",兴业银行股份有限公司-中欧新趋势股票型证券投资基金(LOF),Undirected,500,,,4
"香港中央结算有限公司",全国社保基金四零一组合,Undirected,501,,,4
"香港中央结算有限公司",中国人寿保险(集团)公司-传统-普通保险产品,Undirected,502,,,4
"全国社保基金一零六组合",澳门金融管理局-自有资金,Undirected,503,,,4
"中国航空科技工业股份有限公司",中央汇金资产管理有限责任公司,Undirected,506,,,4
"上海原龙投资控股(集团)有限公司",中央汇金资产管理有限责任公司,Undirected,507,,,3
"中国证券金融股份有限公司",中国建银投资有限责任公司,Undirected,508,,,5
"中国证券金融股份有限公司",全国社保基金一一七组合,Undirected,509,,,3
"爱尔医疗投资集团有限公司",中央汇金资产管理有限责任公司,Undirected,510,,,3
"中央汇金资产管理有限责任公司",天安人寿保险股份有限公司-传统产品,Undirected,512,,,5
"全国社保基金一零四组合",全国社保基金五零三组合,Undirected,513,,,3
"全国社保基金一一四组合",中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,Undirected,514,,,3
"香港中央结算有限公司",前海人寿保险股份有限公司-分红保险产品华泰组合,Undirected,515,,,3
"中国工商银行-易方达价值成长混合型证券投资基金",全国社保基金一零九组合,Undirected,516,,,3
"中央汇金资产管理有限责任公司",全国社保基金一零九组合,Undirected,517,,,3
"中央汇金资产管理有限责任公司",刘伟,Undirected,518,,,3
"中国长城资产管理股份有限公司",中央汇金资产管理有限责任公司,Undirected,519,,,5
"香港中央结算有限公司",平安信托有限责任公司-投资精英之淡水泉,Undirected,520,,,3
"高金技术产业集团有限公司",中央汇金资产管理有限责任公司,Undirected,521,,,3
"香港中央结算有限公司",全国社保基金四零三组合,Undirected,522,,,3
"中国证券金融股份有限公司",基本养老保险基金八零二组合,Undirected,523,,,3
"中央汇金资产管理有限责任公司",基本养老保险基金八零二组合,Undirected,524,,,3
"上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金",中国证券金融股份有限公司,Undirected,525,,,3
"全国社保基金一零四组合",中国银行股份有限公司-工银瑞信医疗保健行业股票型证券投资基金,Undirected,526,,,3
"汇天泽投资有限公司",中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,Undirected,527,,,3
"中国电子信息产业集团有限公司",中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,Undirected,528,,,3
"中粮集团有限公司",中央汇金资产管理有限责任公司,Undirected,529,,,3
"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",泰康人寿保险有限责任公司-投连-多策略优选,Undirected,530,,,3
"王世忱",高春雷,Undirected,531,,,3
"中国农业银行股份有限公司-万家品质生活灵活配置混合型证券投资基金",中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,Undirected,532,,,3
"中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金",中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,Undirected,533,,,3
"厦门国际信托有限公司-鑫金十五号证券投资集合资金信托计划",华鑫国际信托有限公司-华鑫信托·永鑫90号集合资金信托计划,Undirected,534,,,3
"厦门国际信托有限公司-鑫金十五号证券投资集合资金信托计划",华鑫国际信托有限公司-华鑫信托·永鑫100号集合资金信托计划,Undirected,535,,,3
"中国证券金融股份有限公司",全国社保基金一零五组合,Undirected,536,,,3
"中国建设银行股份有限公司-银华富裕主题混合型证券投资基金",中国农业银行股份有限公司-银华瑞泰灵活配置混合型证券投资基金,Undirected,537,,,3
"全国社保基金五零三组合",中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,Undirected,538,,,3
"前海人寿保险股份有限公司-海利年年",前海人寿保险股份有限公司-自有资金,Undirected,539,,,3
"香港中央结算有限公司",李俊,Undirected,540,,,3
"中国证券金融股份有限公司",中国人寿保险股份有限公司-传统-普通保险产品-005L-CT001深,Undirected,541,,,3
"中国工商银行股份有限公司-东方红产业升级灵活配置混合型证券投资基金",招商银行股份有限公司-东方红睿泽三年定期开放灵活配置混合型证券投资基金,Undirected,542,,,3
"香港中央结算有限公司",招商银行股份有限公司-东方红睿泽三年定期开放灵活配置混合型证券投资基金,Undirected,543,,,3
"中国信达资产管理股份有限公司",中国华融资产管理股份有限公司,Undirected,544,,,5
"中国信达资产管理股份有限公司",香港中央结算有限公司,Undirected,545,,,3
"中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)",中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,Undirected,548,,,3
"中央汇金资产管理有限责任公司",中国银行股份有限公司-华泰柏瑞量化先行混合型证券投资基金,Undirected,549,,,3
"太原钢铁(集团)有限公司",中央汇金资产管理有限责任公司,Undirected,550,,,5
"方威",香港中央结算有限公司,Undirected,551,,,3
"香港中央结算有限公司",中国工商银行-汇添富成长焦点混合型证券投资基金,Undirected,552,,,3
"中国华融资产管理股份有限公司",中国长城资产管理股份有限公司,Undirected,553,,,3
"山东省国有资产投资控股有限公司",中央汇金资产管理有限责任公司,Undirected,554,,,3
"中国航天科工集团有限公司",中国建设银行股份有限公司-华商主题精选混合型证券投资基金,Undirected,555,,,3
"高雅萍",广发期货有限公司-广发期慧1期资产管理计划,Undirected,556,,,3
"广东省广新控股集团有限公司",中央汇金资产管理有限责任公司,Undirected,557,,,3
"第一创业证券-国信证券-共盈大岩量化定增集合资产管理计划",平安大华基金-平安银行-国海证券股份有限公司,Undirected,558,,,3
"全国社保基金一零四组合",全国社保基金一一零组合,Undirected,560,,,3
"中信证券股份有限公司",中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,Undirected,561,,,3
"中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金",中国建设银行股份有限公司-华夏优势增长混合型证券投资基金,Undirected,562,,,3
"上海浦东发展银行股份有限公司-广发小盘成长混合型证券投资基金(LOF)",中国工商银行股份有限公司-广发行业领先混合型证券投资基金,Undirected,563,,,3
"上海国际集团有限公司",中国证券金融股份有限公司,Undirected,564,,,3
"中央汇金资产管理有限责任公司",中国工商银行-易方达价值成长混合型证券投资基金,Undirected,565,,,3
"上海城投(集团)有限公司",中国证券金融股份有限公司,Undirected,566,,,5
"香港中央结算有限公司",中江国际信托股份有限公司,Undirected,567,,,3
"中国石油化工集团有限公司",中国证券金融股份有限公司,Undirected,568,,,3
"香港中央结算有限公司",中国人寿保险股份有限公司-传统-普通保险产品-005L-CT001沪,Undirected,569,,,5
"中国人寿保险股份有限公司-分红-个人分红-005L-FH002沪",中国人寿保险股份有限公司-传统-普通保险产品-005L-CT001沪,Undirected,570,,,3
"中国证券金融股份有限公司",全国社保基金一一八组合,Undirected,571,,,3
"中国中信有限公司",中国证券金融股份有限公司,Undirected,572,,,3
"中国中信有限公司",中央汇金资产管理有限责任公司,Undirected,573,,,3
"招商局轮船有限公司",中国证券金融股份有限公司,Undirected,575,,,3
"中国证券金融股份有限公司",兴业银行股份有限公司-兴全新视野灵活配置定期开放混合型发起式证券投资基金,Undirected,576,,,3
"中央汇金资产管理有限责任公司",中国工商银行股份有限公司-东方红新动力灵活配置混合型证券投资基金,Undirected,577,,,3
"国家开发投资集团有限公司",中国证券金融股份有限公司,Undirected,578,,,3
"中国证券金融股份有限公司",中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF),Undirected,579,,,3
"中国证券金融股份有限公司",全国社保基金一零七组合,Undirected,580,,,3
"中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)",香港中央结算有限公司,Undirected,581,,,6
"中国长江电力股份有限公司",长电资本控股有限责任公司,Undirected,582,,,3
"中国船舶工业集团有限公司",中央汇金资产管理有限责任公司,Undirected,583,,,3
"中国远洋运输有限公司",大成基金-农业银行-大成中证金融资产管理计划,Undirected,584,,,3
"中央汇金资产管理有限责任公司",中信建投证券股份有限公司,Undirected,585,,,3
"中国证券金融股份有限公司",中国人民财产保险股份有限公司-传统-收益组合,Undirected,587,,,3
"新华人寿保险股份有限公司-分红-团体分红-018L-FH001沪",香港中央结算有限公司,Undirected,588,,,6
"国泰君安证券-建设银行-国泰君安君得鑫股票集合资产管理计划",中央汇金资产管理有限责任公司,Undirected,589,,,5
"广西投资集团有限公司",中国证券金融股份有限公司,Undirected,591,,,3
"华泰证券股份有限公司",鹏华资产-浦发银行-鹏华资产金润24号资产管理计划,Undirected,592,,,3
"广东省广晟资产经营有限公司",中央汇金资产管理有限责任公司,Undirected,593,,,3
"国通信托有限责任公司-国通信托·紫金8号集合资金信托计划",国通信托有限责任公司-国通信托·同洲精进2号集合资金信托计划,Undirected,594,,,3
"中国证券金融股份有限公司",中央汇金资产管理有限公司,Undirected,595,,,3
"挪威中央银行-自有资金",不列颠哥伦比亚省投资管理公司-自有资金,Undirected,596,,,3
"中央汇金资产管理有限责任公司",紫光集团有限公司,Undirected,597,,,3
"紫光集团有限公司",中国证券金融股份有限公司,Undirected,598,,,3
"中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金",中国建设银行股份有限公司-富国国家安全主题混合型证券投资基金,Undirected,601,,,3
"中央汇金资产管理有限责任公司",中国银行-华夏回报证券投资基金,Undirected,602,,,3
"中央汇金资产管理有限责任公司",中国农业银行股份有限公司-嘉实环保低碳股票型证券投资基金,Undirected,603,,,5
"山西国际电力集团有限公司",中央汇金资产管理有限责任公司,Undirected,604,,,3
"北京能源集团有限责任公司",中国证券金融股份有限公司,Undirected,605,,,3
"中央汇金资产管理有限责任公司",泰康人寿保险有限责任公司-投连-行业配置,Undirected,606,,,6
"泰康人寿保险有限责任公司-传统-普通保险产品-019L-CT001沪",泰康人寿保险有限责任公司-分红-个人分红-019L-FH002沪,Undirected,607,,,3
"中央汇金资产管理有限责任公司",广州珠江实业集团有限公司,Undirected,608,,,3
"周宇光",张文素,Undirected,609,,,3
"上海国际集团资产管理有限公司",中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金,Undirected,610,,,3
"申能(集团)有限公司",香港中央结算有限公司,Undirected,612,,,3
"申能(集团)有限公司",上海久事(集团)有限公司,Undirected,613,,,3
"中国证券金融股份有限公司",上海久事(集团)有限公司,Undirected,614,,,3
"中国证券金融股份有限公司",中国工商银行股份有限公司-上证上海改革发展主题交易型开放式指数发起式证券投资基金,Undirected,615,,,3
"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",中国银行股份有限公司-广发中证环保产业交易型开放式指数证券投资基金,Undirected,616,,,3
"弘毅(上海)股权投资基金中心(有限合伙)",中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金,Undirected,619,,,3
"中国人民人寿保险股份有限公司-分红-个险分红",中国证券金融股份有限公司,Undirected,620,,,3
"中央汇金资产管理有限责任公司",张敬兵,Undirected,621,,,3
"中央汇金资产管理有限责任公司",中国建设银行股份有限公司-国泰价值经典灵活配置混合型证券投资基金(LOF),Undirected,622,,,3
"中国华融资产管理股份有限公司",中国建设银行股份有限公司-富国中证军工指数分级证券投资基金,Undirected,624,,,3
"中国长江三峡集团有限公司",香港中央结算有限公司,Undirected,626,,,3
"上海海烟投资管理有限公司",中国证券金融股份有限公司,Undirected,627,,,3
"中国证券金融股份有限公司",上海电气(集团)总公司,Undirected,628,,,5
"中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金",中国农业银行股份有限公司-交银施罗德先进制造混合型证券投资基金,Undirected,629,,,3
"中国建设银行股份有限公司-富国中证军工指数分级证券投资基金",中国农业银行股份有限公司-交银施罗德先进制造混合型证券投资基金,Undirected,630,,,3
"中国建设银行股份有限公司-富国中证军工指数分级证券投资基金",全国社保基金四一三组合,Undirected,631,,,3
"中国建设银行股份有限公司-易方达国防军工混合型证券投资基金",中国农业银行股份有限公司-交银施罗德先进制造混合型证券投资基金,Undirected,632,,,3
"厦门国际信托有限公司-鑫金十五号证券投资集合资金信托计划",厦门国际信托有限公司-证德一号证券投资集合资金信托计划,Undirected,633,,,3
"中央汇金资产管理有限责任公司",中银基金公司-中行-中国银行股份有限公司,Undirected,634,,,3
"中央汇金资产管理有限责任公司",上海宝钢国际经济贸易有限公司,Undirected,635,,,3
"中央汇金资产管理有限责任公司",河北港口集团有限公司,Undirected,636,,,5
"中央汇金资产管理有限责任公司",中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金,Undirected,637,,,3
"中国证券金融股份有限公司",河北港口集团有限公司,Undirected,638,,,3
"全国社会保障基金理事会",中国证券金融股份有限公司,Undirected,639,,,3
"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",王秀英,Undirected,640,,,3
"中国证券金融股份有限公司",交通银行-易方达50指数证券投资基金,Undirected,641,,,3
"中央汇金资产管理有限责任公司",交通银行-易方达50指数证券投资基金,Undirected,642,,,3
"香港中央结算有限公司",交通银行-易方达50指数证券投资基金,Undirected,643,,,3
"香港中央结算有限公司",海通证券股份有限公司,Undirected,644,,,3
"中国证券金融股份有限公司",中原股权投资管理有限公司,Undirected,646,,,3
"三峡资本控股有限责任公司",香港中央结算有限公司,Undirected,647,,,3
"中国证券金融股份有限公司",和谐健康保险股份有限公司-传统-普通保险产品,Undirected,648,,,3
"国新投资有限公司",中欧基金-农业银行-中欧中证金融资产管理计划,Undirected,649,,,3
"国新投资有限公司",大成基金-农业银行-大成中证金融资产管理计划,Undirected,650,,,3
"国新投资有限公司",华夏基金-农业银行-华夏中证金融资产管理计划,Undirected,651,,,3
"国新投资有限公司",嘉实基金-农业银行-嘉实中证金融资产管理计划,Undirected,652,,,3
"国新投资有限公司",广发基金-农业银行-广发中证金融资产管理计划,Undirected,653,,,3
"国新投资有限公司",博时基金-农业银行-博时中证金融资产管理计划,Undirected,654,,,3
"国新投资有限公司",银华基金-农业银行-银华中证金融资产管理计划,Undirected,655,,,3
"国新投资有限公司",南方基金-农业银行-南方中证金融资产管理计划,Undirected,656,,,3
"国新投资有限公司",易方达基金-农业银行-易方达中证金融资产管理计划,Undirected,657,,,3
"北京诚通金控投资有限公司",中欧基金-农业银行-中欧中证金融资产管理计划,Undirected,658,,,3
"北京诚通金控投资有限公司",大成基金-农业银行-大成中证金融资产管理计划,Undirected,659,,,3
"北京诚通金控投资有限公司",华夏基金-农业银行-华夏中证金融资产管理计划,Undirected,660,,,3
"北京诚通金控投资有限公司",嘉实基金-农业银行-嘉实中证金融资产管理计划,Undirected,661,,,3
"北京诚通金控投资有限公司",广发基金-农业银行-广发中证金融资产管理计划,Undirected,662,,,3
"北京诚通金控投资有限公司",博时基金-农业银行-博时中证金融资产管理计划,Undirected,663,,,3
"北京诚通金控投资有限公司",银华基金-农业银行-银华中证金融资产管理计划,Undirected,664,,,3
"北京诚通金控投资有限公司",南方基金-农业银行-南方中证金融资产管理计划,Undirected,665,,,3
"北京诚通金控投资有限公司",易方达基金-农业银行-易方达中证金融资产管理计划,Undirected,666,,,3
"安邦资管-招商银行-安邦资产-共赢3号集合资产管理产品",和谐健康保险股份有限公司-传统-普通保险产品,Undirected,667,,,3
"上海城投(集团)有限公司",中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金,Undirected,668,,,3
"中央汇金资产管理有限责任公司",中华联合财产保险股份有限公司-传统保险产品,Undirected,669,,,3
"中国工商银行股份有限公司-上证上海改革发展主题交易型开放式指数发起式证券投资基金",中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,Undirected,670,,,5
"深圳市投资控股有限公司",中国证券金融股份有限公司,Undirected,671,,,3
"安徽省铁路发展基金股份有限公司",香港中央结算有限公司,Undirected,672,,,5
"安徽省铁路发展基金股份有限公司",中央汇金资产管理有限责任公司,Undirected,673,,,5
"中央汇金资产管理有限责任公司",中国工商银行股份有限公司-博时精选混合型证券投资基金,Undirected,674,,,3
"中央汇金投资有限责任公司",梧桐树投资平台有限责任公司,Undirected,675,,,3
"中华人民共和国财政部",中国证券金融股份有限公司,Undirected,676,,,3
"中华人民共和国财政部",梧桐树投资平台有限责任公司,Undirected,677,,,3
"梧桐树投资平台有限责任公司",香港中央结算有限公司,Undirected,678,,,5
"中国平安人寿保险股份有限公司-传统-普通保险产品",香港中央结算有限公司,Undirected,679,,,3
"香港中央结算有限公司",中国建设银行-上证180交易型开放式指数证券投资基金,Undirected,681,,,3
"安邦资管-招商银行-安邦资产-共赢3号集合资产管理产品",香港中央结算有限公司,Undirected,682,,,3
"上海城投(集团)有限公司",香港中央结算有限公司,Undirected,684,,,3
"香港中央结算有限公司",中国工商银行股份有限公司-上证上海改革发展主题交易型开放式指数发起式证券投资基金,Undirected,685,,,3
"中国光大集团股份公司",中国证券金融股份有限公司,Undirected,687,,,3
"中国光大集团股份公司",中央汇金资产管理有限责任公司,Undirected,688,,,3
"中国宝武钢铁集团有限公司",中央汇金资产管理有限责任公司,Undirected,690,,,3
"中国证券金融股份有限公司",安本亚洲资产管理有限公司-安本环球-中国A股基金,Undirected,691,,,3
"林芝腾讯科技有限公司",香港中央结算有限公司,Undirected,692,,,3
"中国工商银行股份有限公司-国泰估值优势混合型证券投资基金(LOF)",上海浦东发展银行股份有限公司-国泰金龙行业精选证券投资基金,Undirected,693,,,3
"中信证券股份有限公司",中国工商银行股份有限公司-诺安先锋混合型证券投资基金,Undirected,694,,,3
"中国第一汽车集团有限公司",中央汇金资产管理有限责任公司,Undirected,695,,,3
"深圳市人民政府国有资产监督管理委员会",中国证券金融股份有限公司,Undirected,696,,,3
"深圳市人民政府国有资产监督管理委员会",中央汇金资产管理有限责任公司,Undirected,697,,,3
"中央汇金资产管理有限责任公司",招商银行股份有限公司-光大保德信优势配置混合型证券投资基金,Undirected,698,,,3
"交通银行股份有限公司-汇丰晋信双核策略混合型证券投资基金",中央汇金资产管理有限责任公司,Undirected,700,,,5
"河北建设投资集团有限责任公司",中国证券金融股份有限公司,Undirected,702,,,3
"中国兵器装备集团有限公司",中央汇金资产管理有限责任公司,Undirected,703,,,3
"中信银行股份有限公司-交银施罗德新生活力灵活配置混合型证券投资基金",中国建设银行股份有限公司-交银施罗德阿尔法核心混合型证券投资基金,Undirected,704,,,5
"高雅萍",蒋仕波,Undirected,705,,,3
"季爱琴",蒋仕波,Undirected,706,,,6
"中国证券金融股份有限公司",泰康人寿保险有限责任公司-分红-个人分红-019L-FH002深,Undirected,710,,,3
"泰康人寿保险有限责任公司-投连-行业配置",泰康人寿保险有限责任公司-分红-个人分红-019L-FH002深,Undirected,711,,,3
"香港中央结算有限公司",BILL & MELINDAGATES FOUNDATION TRUST,Undirected,713,,,3
"挪威中央银行-自有资金",魁北克储蓄投资集团,Undirected,714,,,3
"阿布达比投资局",全国社保基金四零七组合,Undirected,715,,,3
"中国农业银行股份有限公司-金元顺安丰利债券型证券投资基金",中国民生银行股份有限公司-金元顺安沣楹债券型证券投资基金,Undirected,716,,,3
"浙江省国际贸易集团有限公司",中央汇金资产管理有限责任公司,Undirected,717,,,3
"中国工商银行股份有限公司-汇添富移动互联股票型证券投资基金",中国工商银行股份有限公司-易方达新兴成长灵活配置混合型证券投资基金,Undirected,718,,,3
"香港中央结算有限公司",摩根士丹利投资管理公司-摩根士丹利中国A股基金,Undirected,719,,,3
"中国证券金融股份有限公司",中国建设银行股份有限公司-易方达新丝路灵活配置混合型证券投资基金,Undirected,720,,,3
"招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金",泰康人寿保险有限责任公司-分红-个人分红-019L-FH002深,Undirected,723,,,3
"中国建设银行股份有限公司-中欧价值发现股票型证券投资基金",泰康人寿保险有限责任公司-分红-个人分红-019L-FH002深,Undirected,724,,,3
"香港中央结算有限公司",泰康人寿保险有限责任公司-分红-个人分红-019L-FH002深,Undirected,725,,,3
"全国社保基金一零四组合",全国社保基金四零一组合,Undirected,726,,,3
BILL & MELINDAGATES FOUNDATION TRUST,不列颠哥伦比亚省投资管理公司-自有资金,Undirected,727,,,3
BILL & MELINDAGATES FOUNDATION TRUST,瑞典第二国家养老基金-自有资金,Undirected,728,,,3
"不列颠哥伦比亚省投资管理公司-自有资金",瑞典第二国家养老基金-自有资金,Undirected,729,,,3
"全国社保基金一一五组合",中国工商银行-广发稳健增长证券投资基金,Undirected,730,,,6
"中国农业银行股份有限公司-易方达消费行业股票型证券投资基金",中国银行股份有限公司-易方达中小盘混合型证券投资基金,Undirected,731,,,3
"中国农业银行股份有限公司-交银施罗德先锋混合型证券投资基金",中国农业银行股份有限公司-交银施罗德数据产业灵活配置混合型证券投资基金,Undirected,732,,,3
"全国社保基金五零四组合",中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,Undirected,733,,,3
"王坚宏",王秀荣,Undirected,734,,,5
"中泰证券股份有限公司",中国证券金融股份有限公司,Undirected,735,,,3
"全国社保基金四零四组合",招商银行股份有限公司-鹏华创新驱动混合型证券投资基金,Undirected,736,,,3
"中国建设银行股份有限公司-富国中证军工指数分级证券投资基金",中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金,Undirected,737,,,3
"香港中央结算有限公司",新加坡政府投资有限公司,Undirected,738,,,3
"香港中央结算有限公司",中国工商银行-嘉实策略增长混合型证券投资基金,Undirected,739,,,5
"中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金",中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,Undirected,740,,,3
"中国人民人寿保险股份有限公司-传统-普通保险产品",中央汇金资产管理有限责任公司,Undirected,741,,,3
"全国社保基金五零四组合",嘉实基金-农业银行-农银汇理(上海)资产管理有限公司,Undirected,742,,,3
"中央汇金资产管理有限责任公司",全国社保基金四零三组合,Undirected,743,,,3
"李欣",中央汇金资产管理有限责任公司,Undirected,744,,,3
"中央汇金资产管理有限责任公司",王慷,Undirected,745,,,3
"兴业银行股份有限公司-中邮战略新兴产业混合型证券投资基金",中国农业银行股份有限公司-中邮信息产业灵活配置混合型证券投资基金,Undirected,747,,,3
"中国银行股份有限公司-嘉实逆向策略股票型证券投资基金",中国工商银行股份有限公司-嘉实主题新动力混合型证券投资基金,Undirected,748,,,3
"中央汇金资产管理有限责任公司",中国工商银行股份有限公司-创金合信量化多因子股票型证券投资基金,Undirected,749,,,3
"中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金",中国建设银行股份有限公司-富国创业板指数分级证券投资基金,Undirected,750,,,3
"中国工商银行-广发聚丰混合型证券投资基金",招商银行股份有限公司-广发新经济混合型发起式证券投资基金,Undirected,752,,,3
"中国石油天然气集团公司企业年金计划-中国工商银行股份有限公司",中国农业银行股份有限公司企业年金计划-中国银行股份有限公司,Undirected,753,,,3
"中国石油天然气集团公司企业年金计划-中国工商银行股份有限公司",中国石油化工集团公司企业年金计划-中国工商银行股份有限公司,Undirected,754,,,3
"中国证券金融股份有限公司",全国社保基金四零七组合,Undirected,755,,,3
"中央汇金资产管理有限责任公司",中国银行股份有限公司-易方达中小盘混合型证券投资基金,Undirected,756,,,5
"中国长江电力股份有限公司",中央汇金资产管理有限责任公司,Undirected,757,,,3
"中国证券金融股份有限公司",全国社保基金一一一组合,Undirected,758,,,3
"中国人民财产保险股份有限公司-传统-收益组合",中国人民财产保险股份有限公司-传统-普通保险产品-008C-CT001沪,Undirected,759,,,3
"中国人民财产保险股份有限公司-传统-普通保险产品-008C-CT001沪",中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,Undirected,760,,,3
"安邦财产保险股份有限公司-传统产品",中央汇金资产管理有限责任公司,Undirected,761,,,5
"光明食品(集团)有限公司",中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金,Undirected,762,,,3
"香港中央结算有限公司",中信证券-中信银行-中信证券卓越成长股票集合资产管理计划,Undirected,763,,,3
"安邦人寿保险股份有限公司-保守型投资组合",安邦养老保险股份有限公司-团体万能产品,Undirected,764,,,3
"北京易诊科技发展有限公司",北京纳木纳尼资产管理有限公司,Undirected,765,,,3
"北京易诊科技发展有限公司",北京小间科技发展有限公司,Undirected,766,,,3
"中央汇金资产管理有限责任公司",中国工商银行股份有限公司-富国文体健康股票型证券投资基金,Undirected,767,,,3
"中央汇金资产管理有限责任公司",东北证券股份有限公司,Undirected,769,,,3
"上海复星高科技(集团)有限公司",中国证券金融股份有限公司,Undirected,770,,,3
"香港中央结算有限公司",招商银行股份有限公司-上证红利交易型开放式指数证券投资基金,Undirected,771,,,3
"中国证券金融股份有限公司",北京坤藤投资有限责任公司,Undirected,772,,,3
"中国机械工业集团有限公司",中央汇金资产管理有限责任公司,Undirected,773,,,3
"中央汇金资产管理有限责任公司",新华人寿保险股份有限公司-分红-个人分红-018L-FH002沪,Undirected,774,,,3
"新华人寿保险股份有限公司-分红-团体分红-018L-FH001沪",新华人寿保险股份有限公司-分红-个人分红-018L-FH002沪,Undirected,775,,,3
"新华人寿保险股份有限公司-分红-团体分红-018L-FH001沪",中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,Undirected,776,,,3
"香港中央结算有限公司",全国社保基金六零二组合,Undirected,777,,,3
"中国证券金融股份有限公司",平安信托有限责任公司-投资精英之淡水泉,Undirected,778,,,3
"挪威中央银行-自有资金",全国社保基金一一五组合,Undirected,779,,,3
